ExterQual,BsmtQual,BsmtExposure,KitchenQual,GarageFinish,Neighborhood,HouseStyle,Foundation,GarageType,OverallQual,YearBuilt,MasVnrArea,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageArea,TotalSF,TotalBath,SalePrice
Gd,Gd,Gd,Gd,Fin,SawyerW,SLvl,PConc,Attchd,7,1989,145.0,1644,5,1,569,3162,3.5,275000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,4,1957,0.0,907,5,0,352,1814,1.0,109008
Gd,Gd,No,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2007,108.0,1208,6,0,628,2416,3.0,195400
TA,Gd,Mn,Gd,Unf,Timber,1Story,CBlock,Attchd,6,1988,0.0,1412,6,1,576,2804,3.0,175000
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,6,1971,232.0,987,4,0,264,1470,1.5,85400
TA,TA,No,TA,NoGar,OldTown,1.5Fin,BrkTil,NoGar,6,1920,0.0,1198,7,0,0,2099,1.0,79900
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,5,1971,376.0,1365,6,0,440,2130,2.5,122500
TA,Gd,No,TA,Fin,Gilbert,2Story,PConc,Attchd,6,1997,0.0,1604,7,1,470,2530,2.5,181000
TA,Gd,Av,TA,NoGar,MeadowV,SFoyer,CBlock,NoGar,4,1972,0.0,630,3,0,0,1260,2.0,81000
Gd,Gd,Av,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,1996,0.0,1661,6,1,550,2460,3.5,212000
TA,Fa,No,TA,Unf,OldTown,1.5Fin,BrkTil,Detchd,6,1920,0.0,1118,6,0,440,1766,1.0,116000
Gd,TA,No,TA,Unf,BrkSide,1.5Unf,PConc,Detchd,6,1926,0.0,904,4,0,180,1788,1.0,119000
TA,TA,No,Gd,Unf,Crawfor,1Story,PConc,Detchd,5,1913,0.0,694,4,1,352,1134,1.0,90350
TA,TA,Mn,Gd,Unf,Edwards,1.5Fin,BrkTil,Detchd,6,1920,0.0,1196,7,0,528,1880,1.0,110000
Ex,Ex,Gd,Ex,Fin,NridgHt,1Story,PConc,Attchd,10,2008,200.0,2402,10,2,672,5496,3.0,555000
TA,TA,No,Fa,NoGar,Edwards,1Story,CBlock,NoGar,4,1955,270.0,1440,8,0,0,2880,2.0,118000
TA,TA,No,TA,Unf,BrkSide,1.5Fin,PConc,Detchd,5,1930,0.0,1573,8,1,360,2651,2.0,162900
Gd,Ex,Av,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2006,72.0,1258,6,1,648,2516,2.0,172500
Gd,Gd,No,Gd,Unf,CollgCr,2Story,PConc,Attchd,7,1994,0.0,1908,8,1,493,2823,3.5,210000
TA,TA,No,TA,Unf,Edwards,1Story,CBlock,Attchd,6,1956,0.0,1689,7,1,480,3125,1.0,127500
Gd,TA,No,Gd,Fin,NAmes,1Story,CBlock,Attchd,6,1966,0.0,1888,6,1,578,3405,2.5,190000
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,7,1998,0.0,1886,10,1,431,2816,2.5,199900
TA,TA,No,TA,Unf,IDOTRR,1.5Fin,BrkTil,Detchd,6,1937,0.0,1376,7,1,198,2156,2.0,119500
TA,TA,No,TA,Unf,OldTown,1.5Fin,CBlock,Detchd,3,1948,0.0,1183,6,0,308,1832,1.5,120000
TA,TA,No,Gd,Unf,OldTown,1Story,BrkTil,Detchd,6,1930,0.0,813,5,0,270,1626,1.0,110000
TA,Gd,Gd,Gd,Unf,ClearCr,1Story,CBlock,Attchd,7,1975,0.0,1533,5,2,576,3066,3.0,280000
Gd,Ex,No,TA,Fin,Timber,2Story,PConc,Attchd,6,1996,42.0,1756,7,0,422,2628,3.5,204000
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Attchd,8,2008,0.0,1590,6,0,676,2358,2.5,210000
TA,TA,No,TA,Unf,Mitchel,1Story,CBlock,Detchd,5,1976,0.0,1728,8,0,560,3456,4.0,188000
TA,TA,No,TA,Unf,NWAmes,1Story,CBlock,Attchd,7,1973,320.0,1242,6,1,528,2484,1.5,175500
TA,TA,No,TA,Unf,OldTown,2Story,BrkTil,Detchd,5,1916,0.0,1344,7,0,513,1968,1.0,98000
TA,Gd,Gd,Gd,Fin,ClearCr,1Story,CBlock,Attchd,4,1954,0.0,1663,6,2,529,3027,2.0,256000
TA,TA,No,Gd,Unf,OldTown,2Story,PConc,Detchd,8,1925,0.0,1666,7,1,228,2254,1.0,161000
TA,TA,No,Gd,Unf,BrkSide,1.5Fin,CBlock,Detchd,5,1950,161.0,1203,5,1,352,1912,2.0,110000
Gd,Gd,No,TA,Fin,Somerst,2Story,PConc,BuiltIn,8,2009,110.0,1935,8,0,552,2767,3.5,263435
Gd,Gd,No,Gd,RFn,SWISU,2Story,PConc,Detchd,7,1936,0.0,1135,6,0,576,1695,2.0,155000
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Detchd,5,1965,0.0,864,5,1,360,1728,1.0,62383
TA,TA,No,TA,Unf,Crawfor,2Story,CBlock,Detchd,6,1934,0.0,1660,6,1,240,2375,1.5,188700
TA,Gd,No,TA,NoGar,CollgCr,1Story,CBlock,NoGar,5,1978,136.0,1040,5,0,0,2080,2.0,124000
Gd,Gd,No,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2004,18.0,1414,6,1,398,2789,2.0,178740
TA,TA,Gd,TA,Unf,NAmes,1Story,CBlock,Attchd,7,1970,0.0,1277,5,1,526,2554,2.0,167000
TA,TA,No,Gd,Unf,NAmes,2Story,CBlock,Attchd,5,1942,224.0,1644,7,2,312,2372,1.5,146500
Gd,Gd,No,Gd,RFn,NridgHt,1Story,PConc,Attchd,8,2006,248.0,1634,7,1,866,3260,2.0,250000
Gd,Gd,No,Gd,RFn,SawyerW,2Story,PConc,Attchd,6,1993,120.0,1710,7,0,506,2542,2.5,187000
Gd,Gd,Av,Gd,RFn,StoneBr,1Story,PConc,Attchd,8,1985,0.0,1502,4,0,528,2990,2.5,212000
TA,Gd,No,TA,RFn,NWAmes,2Story,CBlock,Attchd,7,1977,0.0,1969,8,1,534,2777,2.5,190000
TA,Gd,Gd,TA,RFn,Edwards,SLvl,PConc,Basment,6,2005,80.0,1072,5,0,525,1619,2.0,148000
Gd,Ex,Gd,Gd,RFn,NridgHt,1Story,PConc,Attchd,8,2006,304.0,1976,7,1,908,3952,3.0,440000
Gd,Gd,Av,Ex,RFn,StoneBr,1Story,PConc,Attchd,8,2000,0.0,1652,6,0,499,3146,3.0,251000
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Detchd,5,1963,0.0,970,5,0,624,1940,2.0,132500
TA,Gd,Gd,Gd,Fin,CollgCr,1Story,PConc,Attchd,6,1997,215.0,1493,7,1,508,2971,3.0,208900
Ex,Gd,Av,Ex,Fin,NridgHt,2Story,PConc,BuiltIn,9,2006,772.0,2643,9,1,694,4796,2.5,380000
Gd,Ex,Gd,Gd,RFn,CollgCr,1Story,PConc,Attchd,8,2007,336.0,1718,7,1,826,3423,3.0,297000
TA,Fa,No,TA,Unf,OldTown,1Story,BrkTil,Detchd,4,1937,435.0,1131,7,0,672,2038,1.0,89471
Gd,Ex,Gd,Gd,Fin,NridgHt,1Story,PConc,Attchd,9,2004,378.0,1850,8,1,772,3683,3.0,326000
Gd,Ex,Gd,Ex,Fin,NridgHt,1Story,PConc,Attchd,9,2003,562.0,1792,6,1,874,3584,3.0,374000
Gd,TA,No,Ex,Unf,OldTown,2Story,PConc,Attchd,7,1915,0.0,1826,7,1,164,2736,2.5,155000
TA,Ex,No,TA,Unf,Mitchel,1Story,PConc,Attchd,6,1998,116.0,1216,5,0,402,2432,3.0,164000
TA,TA,No,Gd,Unf,Sawyer,1Story,CBlock,Detchd,5,1962,0.0,999,6,0,264,1998,2.0,132500
Gd,TA,No,Gd,Unf,NAmes,1Story,CBlock,Attchd,5,1950,0.0,1113,5,1,264,2226,1.0,147000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1965,168.0,1073,6,0,515,2146,2.5,156000
TA,Gd,Av,TA,Unf,NWAmes,1Story,CBlock,Attchd,5,1971,0.0,1484,7,1,487,2968,2.0,175000
TA,TA,No,TA,Unf,OldTown,1.5Fin,CBlock,Attchd,5,1900,0.0,2414,10,1,520,3368,2.0,160000
TA,Gd,Av,Gd,Unf,MeadowV,SFoyer,CBlock,Attchd,4,1970,0.0,630,3,0,286,1260,2.0,86000
TA,Gd,Mn,TA,Fin,MeadowV,2Story,PConc,BuiltIn,5,1976,0.0,1304,4,1,336,1568,1.5,115000
TA,TA,No,Fa,Unf,NAmes,1.5Fin,CBlock,Attchd,6,1941,0.0,1578,5,2,240,2384,2.0,133000
Gd,Gd,No,TA,RFn,Gilbert,2Story,PConc,Attchd,6,2006,0.0,1456,8,0,429,2184,2.5,172785
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1960,0.0,1269,6,1,308,2538,1.5,155000
TA,Fa,No,TA,Unf,OldTown,1Story,BrkTil,Attchd,5,1938,0.0,886,4,0,273,1076,1.0,91300
TA,TA,No,TA,NoGar,IDOTRR,1Story,CBlock,NoGar,4,1920,0.0,720,4,0,0,1440,1.0,34900
Gd,Gd,No,Gd,RFn,NoRidge,1Story,PConc,Attchd,8,1992,0.0,3228,10,1,546,6428,4.0,430000
TA,TA,No,TA,Unf,BrkSide,1.5Fin,PConc,Detchd,7,1925,0.0,1820,8,0,240,2846,3.0,184000
TA,TA,No,Gd,Fin,Sawyer,1Story,PConc,Attchd,5,1967,89.0,899,5,0,288,1763,1.0,130000
TA,TA,No,TA,Fin,NAmes,1Story,CBlock,Attchd,5,1958,0.0,912,5,0,297,1824,1.5,120000
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,6,1973,285.0,1218,7,0,264,1890,1.5,113000
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Attchd,7,2005,0.0,1768,7,0,603,2634,2.5,226700
TA,TA,No,TA,Unf,Edwards,1Story,CBlock,Detchd,5,1965,0.0,1214,6,0,461,2428,2.0,140000
TA,TA,No,TA,Fin,Crawfor,1Story,CBlock,Attchd,7,1959,0.0,1801,6,2,484,3302,3.0,289000
TA,TA,No,TA,Unf,NPkVill,2Story,CBlock,Attchd,6,1974,0.0,1322,6,1,440,2177,3.0,147000
TA,TA,No,TA,Unf,OldTown,2Story,CBlock,Detchd,5,1952,360.0,1960,10,0,400,2920,2.0,124500
Gd,Gd,No,Gd,RFn,SawyerW,2Story,PConc,Attchd,8,1993,125.0,1911,8,1,471,2688,2.5,215000
Gd,Gd,No,Gd,Fin,Somerst,1Story,PConc,Attchd,6,2009,0.0,1218,4,0,676,2436,2.0,208300
TA,TA,No,Gd,Unf,OldTown,2Story,BrkTil,Detchd,7,1928,0.0,1378,7,1,360,2067,2.0,161000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1959,132.0,1041,6,0,270,2082,2.0,124500
Gd,TA,No,TA,Unf,NAmes,1Story,CBlock,CarPort,5,1951,70.0,1363,6,2,288,2371,2.0,164900
Gd,Gd,No,Gd,RFn,NridgHt,1Story,PConc,Attchd,7,2005,94.0,1368,6,1,474,2736,2.0,202665
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1958,0.0,864,5,0,624,1728,2.0,129900
TA,TA,No,TA,Unf,Mitchel,1Story,PConc,Attchd,6,1983,0.0,1080,5,0,484,2164,1.5,134000
TA,TA,No,TA,Unf,Crawfor,1.5Unf,BrkTil,Detchd,5,1926,0.0,789,5,0,200,1557,1.0,96500
Ex,Ex,No,Ex,Fin,NridgHt,1Story,CBlock,Attchd,10,2009,305.0,2020,9,1,900,4026,3.5,402861
TA,TA,No,TA,RFn,NWAmes,SLvl,CBlock,Attchd,6,1972,333.0,2119,7,1,583,2808,2.5,158000
Gd,Gd,No,Gd,RFn,NoRidge,2Story,PConc,Attchd,7,1996,921.0,2344,7,1,889,3608,2.5,265000
TA,Gd,Mn,TA,RFn,CollgCr,2Story,PConc,Attchd,6,1998,0.0,1796,7,0,546,2590,3.5,211000
Gd,Gd,No,Gd,Unf,Crawfor,2Story,BrkTil,Detchd,7,1926,0.0,2080,9,2,282,3356,1.5,234000
TA,NoBas,NoBas,TA,NoGar,OldTown,2Story,BrkTil,NoGar,4,1900,0.0,1294,7,0,0,1294,2.0,106250
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,6,1957,0.0,1244,6,2,336,2488,1.5,150000
TA,TA,No,TA,Unf,BrkSide,1.5Fin,CBlock,Detchd,6,1947,0.0,1664,7,2,420,2668,2.0,159000
Ex,Ex,Gd,Ex,Fin,Edwards,2Story,PConc,BuiltIn,10,2007,762.0,4676,11,1,884,7814,4.5,184750
Gd,Gd,No,Gd,Fin,NoRidge,2Story,PConc,Attchd,7,1996,594.0,2398,8,1,834,3777,3.5,315750
Gd,Gd,No,Gd,Unf,Somerst,1Story,PConc,Attchd,7,2005,0.0,1266,6,1,453,2523,2.0,176000
TA,Gd,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1956,0.0,928,4,0,252,1856,1.0,132000
Ex,Ex,Av,Ex,Fin,NridgHt,2Story,PConc,Attchd,9,2008,268.0,2713,11,1,858,4165,3.5,446261
TA,TA,Mn,TA,NoGar,Edwards,1Story,BrkTil,NoGar,4,1920,0.0,605,5,0,0,1133,2.0,86000
Gd,TA,No,TA,RFn,Crawfor,1Story,PConc,Attchd,6,1957,0.0,2515,9,2,484,4550,4.0,200624
Gd,Gd,Av,Gd,RFn,Timber,SLvl,CBlock,Attchd,6,1988,219.0,1509,5,1,600,2970,3.0,175000
TA,Fa,Mn,TA,Fin,BrkSide,2Story,BrkTil,Detchd,6,1920,0.0,1362,6,0,502,1973,2.0,128000
TA,NoBas,NoBas,TA,Unf,NAmes,1Story,Slab,Detchd,5,1955,0.0,827,5,1,392,827,1.0,107500
Fa,NoBas,NoBas,Fa,NoGar,BrkSide,1Story,Slab,NoGar,1,1946,0.0,334,2,0,0,334,1.0,39300
Gd,Ex,Av,Gd,Fin,Gilbert,2Story,PConc,Attchd,8,2004,0.0,1414,6,1,403,2121,2.5,178000
TA,Gd,Gd,TA,NoGar,Edwards,2Story,CBlock,NoGar,5,1910,0.0,1347,5,0,0,2464,2.0,107500
TA,Gd,Av,Gd,Fin,CollgCr,2Story,PConc,Attchd,7,1998,0.0,1724,8,0,527,2604,2.5,188000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,4,1972,0.0,864,5,0,576,1728,1.0,111250
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Attchd,5,1968,188.0,1159,7,1,336,2210,1.5,158000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,8,2001,479.0,1601,6,1,670,3182,3.0,272000
Ex,Ex,Av,Ex,Fin,Timber,1Story,PConc,Attchd,9,2006,584.0,1838,8,1,765,3676,3.0,315000
Gd,Gd,No,Gd,Fin,NoRidge,2Story,PConc,BuiltIn,8,2000,72.0,2285,8,1,648,3254,2.5,248000
Gd,Ex,No,Gd,Fin,NWAmes,1Story,PConc,Attchd,7,1998,0.0,1680,7,1,583,3330,3.0,213250
TA,Gd,Av,TA,Fin,NAmes,SFoyer,PConc,Attchd,7,1998,182.0,767,4,0,367,1490,2.0,133000
Gd,Gd,Av,Gd,RFn,Gilbert,2Story,PConc,Attchd,7,2006,0.0,1496,7,1,426,2150,3.5,179665
Gd,Gd,No,Gd,Unf,NWAmes,1.5Fin,PConc,Attchd,7,1988,178.0,2183,9,0,786,3387,2.5,229000
TA,Gd,No,TA,Unf,BrkSide,1.5Fin,BrkTil,Detchd,6,1923,0.0,1635,6,1,440,2700,1.5,210000
TA,Gd,Av,TA,Unf,Mitchel,SFoyer,CBlock,Detchd,5,1970,0.0,768,5,0,624,1536,2.0,129500
TA,TA,No,TA,RFn,OldTown,1Story,CBlock,Detchd,5,1955,0.0,825,4,0,720,1650,2.0,125000
Gd,Gd,No,Gd,Fin,Somerst,2Story,PConc,BuiltIn,7,2003,0.0,2094,8,1,615,3006,2.5,263000
TA,Gd,No,TA,RFn,NPkVill,1Story,CBlock,Attchd,6,1977,0.0,1069,4,0,440,2138,2.0,140000
TA,TA,No,TA,Fin,OldTown,1Story,CBlock,Attchd,5,1957,0.0,928,5,0,288,1856,1.0,112500
Gd,Ex,Av,Gd,RFn,NridgHt,1Story,PConc,Attchd,8,2006,250.0,1717,7,1,908,3426,2.0,255500
TA,NoBas,NoBas,Gd,Fin,Edwards,1Story,CBlock,Detchd,4,1949,0.0,1126,5,0,520,1126,2.0,108000
Gd,Gd,No,Gd,RFn,NridgHt,2Story,PConc,BuiltIn,7,2003,292.0,2046,8,1,871,3044,3.5,284000
TA,TA,No,TA,Unf,BrkSide,1.5Unf,BrkTil,Detchd,5,1922,0.0,1048,5,1,280,2041,1.0,113000
TA,TA,No,TA,Fin,NAmes,1Story,CBlock,Attchd,5,1957,0.0,1092,6,1,299,2184,2.0,141000
TA,TA,No,TA,Unf,IDOTRR,1.5Fin,CBlock,CarPort,4,1920,0.0,1336,7,0,570,1973,1.5,108000
TA,Gd,Gd,TA,Unf,Gilbert,2Story,PConc,Attchd,7,1996,0.0,1446,6,1,406,2175,3.0,175000
Gd,Gd,Gd,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2003,18.0,1557,7,1,420,2931,2.0,234000
TA,Gd,No,TA,Unf,Sawyer,1Story,CBlock,Detchd,5,1957,180.0,1392,5,1,528,2784,2.5,121500
TA,Gd,Av,TA,RFn,Mitchel,1Story,CBlock,Attchd,5,1974,0.0,1389,6,1,418,2778,2.0,170000
TA,TA,No,TA,NoGar,Edwards,1Story,CBlock,NoGar,5,1940,0.0,996,6,1,0,1992,2.0,108000
TA,Gd,Mn,TA,Fin,Edwards,1.5Fin,BrkTil,Detchd,6,1918,0.0,1674,8,1,396,2837,2.0,185000
Gd,Gd,No,Gd,RFn,NoRidge,2Story,PConc,Attchd,7,1992,0.0,2295,9,1,590,3390,3.5,268000
TA,Gd,No,Fa,Unf,SWISU,2Story,PConc,Detchd,6,1915,0.0,1647,6,0,216,2453,2.5,128000
Gd,Gd,No,Ex,Fin,StoneBr,2Story,PConc,BuiltIn,9,2005,245.0,2504,11,1,656,3626,2.5,325000
Gd,Gd,No,Gd,RFn,NridgHt,1Story,PConc,Attchd,7,2004,168.0,1535,7,0,532,3052,2.0,214000
Gd,Gd,Gd,Gd,Fin,SawyerW,1.5Fin,CBlock,BuiltIn,8,1983,0.0,2132,5,1,612,3628,2.5,316600
TA,Gd,Gd,TA,Unf,NAmes,SFoyer,CBlock,Detchd,5,1979,0.0,943,4,2,600,1886,2.0,135960
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1965,108.0,1728,10,0,576,3456,2.0,142600
TA,TA,No,Gd,Unf,NAmes,1Story,CBlock,Attchd,6,1959,207.0,864,4,0,288,1728,2.0,120000
TA,Ex,Av,Gd,RFn,Timber,2Story,PConc,Attchd,7,2009,0.0,1692,6,0,650,2538,2.5,224500
TA,Gd,No,TA,RFn,Gilbert,SLvl,PConc,BuiltIn,7,2000,0.0,1430,8,1,400,1814,2.5,170000
TA,TA,Av,TA,Unf,NAmes,SLvl,CBlock,BuiltIn,5,1971,82.0,1109,5,0,288,1481,1.5,139000
TA,TA,No,TA,Unf,NAmes,1.5Fin,CBlock,Detchd,5,1947,0.0,1216,6,0,336,2048,1.0,118500
TA,TA,No,TA,Unf,SWISU,1.5Fin,BrkTil,Detchd,7,1928,0.0,1477,6,1,216,2338,2.5,145000
TA,TA,Av,TA,RFn,Sawyer,SLvl,CBlock,Attchd,5,1966,97.0,1320,6,2,564,2484,2.0,164500
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,7,2007,0.0,1392,5,0,540,2081,2.0,146000
TA,TA,No,TA,Unf,OldTown,1.5Fin,BrkTil,Attchd,5,1954,335.0,1795,7,0,352,2845,2.0,131500
TA,TA,No,Gd,Unf,NAmes,1Story,CBlock,Attchd,6,1960,85.0,1429,7,2,572,2573,1.5,181900
Ex,Ex,No,Ex,RFn,NridgHt,1Story,PConc,Attchd,8,2008,306.0,2042,8,1,1390,4084,2.5,253293
TA,Gd,Av,TA,NoGar,Edwards,SFoyer,CBlock,NoGar,6,1990,104.0,816,5,0,0,1632,2.0,118500
Ex,TA,No,Gd,Unf,OldTown,2.5Unf,BrkTil,Detchd,10,1893,0.0,2775,9,1,880,4012,3.5,325000
TA,TA,No,Gd,Unf,BrkSide,1.5Fin,BrkTil,Detchd,4,1935,0.0,1573,6,0,240,2457,1.0,133000
Gd,Ex,Gd,Gd,RFn,Timber,1Story,PConc,Attchd,8,2005,208.0,2028,7,2,880,3896,3.0,369900
TA,TA,Mn,Fa,Fin,BrkSide,1Story,BrkTil,Detchd,6,1918,0.0,838,5,0,275,1654,2.0,130000
TA,TA,Av,TA,Unf,Sawyer,SFoyer,CBlock,Detchd,5,1982,0.0,860,4,0,528,1700,2.0,137000
TA,TA,Gd,Ex,Unf,ClearCr,1Story,CBlock,Attchd,5,1968,0.0,1473,5,2,452,2910,3.0,143000
TA,TA,No,TA,Unf,BrkSide,1Story,BrkTil,Detchd,5,1930,0.0,935,4,0,308,1521,1.0,79500
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2004,0.0,1582,6,0,520,2352,2.5,185900
Ex,Ex,Gd,Ex,RFn,NridgHt,2Story,PConc,BuiltIn,10,2008,420.0,2296,10,1,842,4018,3.5,451950
TA,TA,No,TA,Fin,Mitchel,1Story,PConc,Detchd,5,1982,0.0,816,4,0,816,1632,2.0,138000
Gd,Gd,Av,Gd,Fin,CollgCr,1Story,PConc,Attchd,6,2003,170.0,848,4,0,420,1696,2.0,140000
TA,Gd,No,TA,Unf,CollgCr,1Story,CBlock,Detchd,5,1975,0.0,924,5,0,280,1848,1.0,110000
Gd,Gd,Gd,Gd,Fin,StoneBr,1Story,PConc,Attchd,8,2005,238.0,1826,7,1,758,3640,3.0,319000
TA,TA,No,TA,Unf,OldTown,2Story,CBlock,Detchd,6,1910,0.0,1368,7,0,216,2052,1.0,114504
Gd,Ex,Av,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2006,72.0,1402,7,1,648,2660,2.0,194201
TA,Gd,Mn,Gd,Fin,Crawfor,1Story,CBlock,Attchd,5,1977,459.0,1647,7,1,621,3077,3.0,217500
TA,Gd,No,TA,Fin,Blueste,2Story,CBlock,Attchd,6,1980,0.0,1556,6,1,452,2272,3.5,151000
Gd,Gd,Av,Ex,Fin,NridgHt,2Story,PConc,BuiltIn,8,2005,280.0,1904,8,1,736,2962,3.5,275000
TA,TA,No,Gd,Unf,IDOTRR,1.5Fin,PConc,Detchd,6,1937,0.0,1375,6,1,544,2155,1.5,141000
Gd,Gd,Mn,Gd,Fin,SawyerW,2Story,PConc,Attchd,8,1992,0.0,1915,8,1,506,2823,3.5,220000
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Detchd,7,2004,0.0,1200,4,0,480,1800,2.5,151000
Gd,Gd,Mn,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2002,99.0,1494,6,1,530,2988,3.0,221000
TA,TA,No,TA,Unf,NAmes,2Story,CBlock,Attchd,7,1965,176.0,1986,7,3,486,2754,2.5,205000
TA,Gd,No,Gd,Unf,CollgCr,1Story,PConc,Detchd,5,1996,0.0,1040,6,0,576,2080,2.0,152000
TA,TA,No,Ex,Unf,Edwards,2Story,CBlock,Attchd,5,1948,0.0,2008,8,0,230,2904,4.0,225000
TA,Gd,Mn,TA,Unf,Crawfor,2Story,PConc,Basment,8,1934,0.0,3194,10,2,380,4159,2.5,359100
TA,TA,Mn,TA,Unf,Sawyer,1Story,CBlock,Attchd,4,1961,192.0,1029,5,0,261,2058,2.0,118500
Gd,Ex,Mn,Ex,Fin,CollgCr,2Story,PConc,Attchd,9,2000,204.0,2153,8,2,736,3593,3.5,313000
TA,Gd,Av,TA,Unf,NWAmes,SLvl,CBlock,Attchd,6,1978,233.0,1032,6,1,564,2064,2.5,148000
Gd,Gd,Av,Ex,RFn,CollgCr,2Story,PConc,BuiltIn,8,2001,108.0,1872,7,1,531,3171,3.5,261500
TA,Gd,No,TA,NoGar,Mitchel,1Story,PConc,NoGar,5,2007,0.0,1120,6,0,0,2240,1.0,147000
TA,Gd,Av,TA,NoGar,MeadowV,SFoyer,CBlock,NoGar,4,1972,0.0,630,3,0,0,1260,2.0,75500
TA,TA,Gd,Gd,RFn,NAmes,SFoyer,PConc,Attchd,6,1963,156.0,1054,6,0,480,1990,2.0,137500
Gd,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,6,2002,0.0,1509,7,1,393,2292,3.5,183200
TA,TA,No,Gd,Unf,NAmes,1.5Unf,CBlock,Detchd,6,1954,0.0,832,4,0,528,1664,1.0,105500
Ex,Ex,Av,Gd,Unf,NridgHt,1Story,PConc,Attchd,9,2007,452.0,1828,9,1,774,3650,2.0,314813
Gd,Gd,Gd,Gd,Fin,Timber,2Story,PConc,Attchd,8,2003,226.0,2262,10,2,749,3744,3.5,305000
TA,TA,No,TA,NoGar,Edwards,1Story,BrkTil,NoGar,3,1914,0.0,864,5,0,0,1728,2.0,67000
TA,TA,No,TA,RFn,NWAmes,2Story,CBlock,Attchd,6,1974,0.0,2614,9,1,624,4136,2.5,240000
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Detchd,5,1977,153.0,980,6,0,484,1960,1.0,135000
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,6,2000,513.0,1512,4,1,440,2268,2.5,168500
TA,TA,No,TA,RFn,NWAmes,2Story,CBlock,Attchd,6,1972,288.0,1790,8,1,484,2522,3.0,165150
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,6,1962,261.0,1116,5,0,440,2232,1.5,160000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1960,0.0,1422,6,1,286,2400,1.0,139900
TA,TA,Av,TA,RFn,NAmes,SLvl,CBlock,Basment,6,1955,164.0,1520,7,2,364,2676,2.0,153000
TA,Gd,Av,Fa,Unf,NAmes,2Story,PConc,Attchd,5,1969,192.0,2080,9,2,504,3120,2.5,135000
TA,TA,Gd,TA,RFn,NAmes,SLvl,CBlock,Attchd,6,1964,259.0,1350,6,0,520,2598,2.5,168500
TA,Fa,No,Ex,Unf,OldTown,2Story,BrkTil,Detchd,5,1880,0.0,1750,8,0,240,2386,1.0,124000
Gd,Gd,Mn,Gd,RFn,NridgHt,1Story,PConc,Attchd,8,2006,108.0,1554,6,1,627,3108,2.0,209500
TA,TA,No,TA,Fin,NWAmes,1Story,CBlock,Attchd,7,1977,209.0,1411,6,1,544,2797,2.0,82500
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1954,0.0,1056,6,0,260,2112,1.5,139400
TA,TA,No,TA,Unf,OldTown,SFoyer,CBlock,Detchd,6,1980,0.0,1056,4,0,576,2112,2.0,144000
Fa,TA,No,Fa,NoGar,SWISU,2.5Fin,CBlock,NoGar,6,1914,0.0,3395,14,0,0,4320,2.0,200000
Fa,TA,No,Fa,NoGar,BrkSide,1Story,BrkTil,NoGar,2,1936,0.0,800,4,1,0,1064,1.0,60000
TA,TA,No,Gd,Unf,OldTown,1.5Fin,CBlock,BuiltIn,5,1954,0.0,1387,7,0,256,2198,2.0,93000
TA,Fa,No,TA,NoGar,Edwards,1Story,CBlock,NoGar,5,1910,0.0,796,4,0,0,1592,1.0,85000
